Sport,Date,Time,School
Swim,2025-02-11,8:30pm - 9:30pm,Chancellor High School
New Teacher meetings,2025-02-12,2:30pm - 3:30pm,Chancellor High School
Football,2025-02-12,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-02-12,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-02-12,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-02-12,2:30pm - 5:30pm,Chancellor High School
Softball,2025-02-12,5:00pm - 6:30pm,Chancellor High School
Boys Basketball,2025-02-12,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-02-12,6:00pm - 8:00pm,Chancellor High School
Swim,2025-02-12,8:30pm - 9:30pm,Chancellor High School
Football,2025-02-13,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-02-13,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-02-13,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-02-13,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-02-13,3:00pm - 5:00pm,Chancellor High School
Spring Coaches,2025-02-13,5:00pm - 6:00pm,Chancellor High School
Boys Basketball,2025-02-13,5:30pm - 8:30pm,Chancellor High School
Swim,2025-02-13,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-02-14,12:00pm,Chancellor High School
Indoor Track,2025-02-14,12:00pm,Chancellor High School
Indoor Track,2025-02-14,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-02-14,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-02-14,5:00pm,Chancellor High School
Basketball,2025-02-14,5:00pm,Chancellor High School
Swim & Dive,2025-02-14,6:00pm,Chancellor High School
Swim & Dive,2025-02-14,6:00pm,Chancellor High School
Basketball,2025-02-14,6:30pm,Chancellor High School
Basketball,2025-02-14,6:30pm,Chancellor High School
Boys Basketball,2025-02-15,10:00am - 1:00pm,Chancellor High School
Indoor Track,2025-02-15,10:00am - 1:00pm,Chancellor High School
Band,2025-02-15,11:00am - 10:00pm,Chancellor High School
Girls Basketball,2025-02-15,7:00am - 10:00am,Chancellor High School
Speech,2025-02-15,9:00am,Chancellor High School
Wrestling,2025-02-15,9:00am,Chancellor High School
Teacher work day,2025-02-17,,Chancellor High School
Football,2025-02-17,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-02-17,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-02-17,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-02-17,2:30pm - 5:30pm,Chancellor High School
Softball,2025-02-17,5:00pm - 6:30pm,Chancellor High School
Baseball,2025-02-17,6:00pm - 8:00pm,Chancellor High School
Swim,2025-02-17,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-02-18,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-02-18,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-02-18,5:00pm,Chancellor High School
Basketball,2025-02-18,5:00pm,Chancellor High School
Basketball,2025-02-18,6:30pm,Chancellor High School
Basketball,2025-02-18,6:30pm,Chancellor High School
Band,2025-02-18,7:00pm - 9:00pm,Chancellor High School
Swim,2025-02-18,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-02-21,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-02-21,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-02-21,2:30pm - 5:30pm,Chancellor High School
Swim,2025-02-21,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-02-22,10:00am - 1:00pm,Chancellor High School
Outside Group,2025-02-22,7:00am - 8:00pm,Chancellor High School
Swim & Dive,2025-02-22,9:00am,Chancellor High School
Swim & Dive,2025-02-22,9:00am,Chancellor High School
Wrestling,2025-02-22,9:00am,Chancellor High School
Swim & Dive,2025-02-23,8:00am,Chancellor High School
Swim & Dive,2025-02-23,9:00am,Chancellor High School
Swim & Dive,2025-02-23,9:00am,Chancellor High School
Spring Sports,2025-02-24,,Chancellor High School
VHSL Dead period,2025-02-24,,Chancellor High School
Girls Basketball,2025-02-24,2:30pm - 5:30pm,Chancellor High School
ESOL,2025-02-24,4:00pm - 6:00pm,Chancellor High School
Basketball,2025-02-24,6:00pm,Chancellor High School
Spring Sports,2025-02-25,,Chancellor High School
VHSL Dead period,2025-02-25,,Chancellor High School
Girls Basketball,2025-02-25,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-02-25,6:00pm,Chancellor High School
Spring Sports,2025-02-26,,Chancellor High School
VHSL Dead period,2025-02-26,,Chancellor High School
New Teacher meetings,2025-02-26,2:30pm - 3:30pm,Chancellor High School
Girls Basketball,2025-02-26,2:30pm - 5:30pm,Chancellor High School
VHSL Dead period,2025-02-27,,Chancellor High School
Tennis,2025-02-27,2:30pm - 5:00pm,Chancellor High School
Track,2025-02-27,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-02-27,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-02-27,2:30pm - 5:30pm,Chancellor High School
Girls Basketball,2025-02-27,2:30pm - 5:30pm,Chancellor High School
Softball,2025-02-27,2:30pm - 5:30pm,Chancellor High School
"Spotsylvania County Department of Fire, Rescue, and Emergency Management",2025-02-27,5:00pm - 7:00pm,Chancellor High School
Girls Soccer,2025-02-27,5:30pm - 8:30pm,Chancellor High School
Basketball,2025-02-27,6:00pm,Chancellor High School
VHSL Dead period,2025-02-28,,Chancellor High School
Tennis,2025-02-28,2:30pm - 5:00pm,Chancellor High School
Track,2025-02-28,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-02-28,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-02-28,2:30pm - 5:30pm,Chancellor High School
Girls Basketball,2025-02-28,2:30pm - 5:30pm,Chancellor High School
Softball,2025-02-28,2:30pm - 5:30pm,Chancellor High School
"Spotsylvania County Department of Fire, Rescue, and Emergency Management",2025-02-28,5:00pm - 9:00pm,Chancellor High School
Girls Soccer,2025-02-28,5:30pm - 8:30pm,Chancellor High School
Basketball,2025-02-28,6:00pm,Chancellor High School
Field Trip,2025-02-28,7:30am - 5:00pm,Chancellor High School
VHSL Dead period,2025-03-01,,Chancellor High School
Debate,2025-03-01,9:00am,Chancellor High School
Wrestling,2025-03-01,9:00am,Chancellor High School
VHSL Dead period,2025-03-02,,Chancellor High School
VHSL Dead period,2025-03-03,,Chancellor High School
Indoor Track,2025-03-03,10:00am,Chancellor High School
Indoor Track,2025-03-03,10:00am,Chancellor High School
Tennis,2025-03-03,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-03,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-03,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-03,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-03,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-03,5:30pm - 8:30pm,Chancellor High School
Swim & Dive,2025-03-03,8:00am,Chancellor High School
Swim & Dive,2025-03-03,8:00am,Chancellor High School
VHSL Dead period,2025-03-04,,Chancellor High School
Indoor Track,2025-03-04,10:00am,Chancellor High School
Indoor Track,2025-03-04,10:00am,Chancellor High School
Field Trip,2025-03-04,12:45pm - 2:00pm,Chancellor High School
Tennis,2025-03-04,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-04,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-04,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-04,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-04,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-04,5:30pm - 8:30pm,Chancellor High School
Band,2025-03-04,6:00pm - 9:00pm,Chancellor High School
Field Trip,2025-03-04,8:00am - 10:00am,Chancellor High School
VHSL Dead period,2025-03-05,,Chancellor High School
New Teacher meetings,2025-03-05,2:30pm - 3:30pm,Chancellor High School
Tennis,2025-03-05,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-05,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-05,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-05,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-05,2:30pm - 5:30pm,Chancellor High School
Field Trip,2025-03-05,2:30pm - 6:00pm,Chancellor High School
Girls Soccer,2025-03-05,5:30pm - 8:30pm,Chancellor High School
Sports Parent,2025-03-05,6:00pm - 8:00pm,Chancellor High School
VHSL Dead period,2025-03-06,,Chancellor High School
Girls Soccer,2025-03-06,2:30pm - 4:00pm,Chancellor High School
Track,2025-03-06,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-06,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-06,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-03-06,4:30pm,Chancellor High School
Tennis,2025-03-06,5:00pm,Chancellor High School
Girls Soccer,2025-03-06,5:30pm - 8:30pm,Chancellor High School
Soccer,2025-03-06,6:00pm,Chancellor High School
Band,2025-03-06,6:00pm - 9:00pm,Chancellor High School
Soccer,2025-03-06,7:15pm,Chancellor High School
Field Trip,2025-03-06,9:00am - 12:30pm,Chancellor High School
VHSL Dead period,2025-03-07,,Chancellor High School
Sports Day,2025-03-07,2:30pm - 5:00pm,Chancellor High School
Tennis,2025-03-07,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-07,2:30pm - 5:00pm,Chancellor High School
Boys Soccer,2025-03-07,2:30pm - 5:30pm,Chancellor High School
Speech,2025-03-07,4:00pm,Chancellor High School
Baseball,2025-03-07,5:00pm,Chancellor High School
Baseball,2025-03-07,5:00pm,Chancellor High School
Softball,2025-03-07,5:00pm,Chancellor High School
Girls Soccer,2025-03-07,5:30pm - 8:30pm,Chancellor High School
Field Trip,2025-03-07,9:30am - 12:30pm,Chancellor High School
VHSL Dead period,2025-03-08,,Chancellor High School
Blood Drive,2025-03-08,7:00am - 4:00pm,Chancellor High School
VHSL Dead period,2025-03-09,,Chancellor High School
Tennis,2025-03-10,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-10,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-10,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-10,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-10,2:30pm - 5:30pm,Chancellor High School
Soccer,2025-03-10,5:30pm,Chancellor High School
Girls Basketball,2025-03-10,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-03-10,6:45pm,Chancellor High School
Field Trip,2025-03-10,7:00am - 5:00pm,Chancellor High School
Boosters,2025-03-10,7:00pm,Chancellor High School
Tennis,2025-03-11,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-11,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-11,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-11,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-11,5:00pm,Chancellor High School
Girls Soccer,2025-03-11,5:30pm - 8:30pm,Chancellor High School
Band,2025-03-11,6:00pm - 9:00pm,Chancellor High School
SOL,2025-03-11,8:00am - 10:00pm,Chancellor High School
New Teacher meetings,2025-03-12,2:30pm - 3:30pm,Chancellor High School
Track,2025-03-12,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-12,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-12,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-12,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-03-12,4:00pm,Chancellor High School
Tennis,2025-03-12,4:00pm,Chancellor High School
Girls Soccer,2025-03-12,5:30pm - 8:30pm,Chancellor High School
ESOL,2025-03-12,6:00pm - 7:30pm,Chancellor High School
Boys Basketball,2025-03-12,7:00pm - 9:00pm,Chancellor High School
SOL,2025-03-12,8:00am - 10:00pm,Chancellor High School
Field Trip,2025-03-13,10:45am - 3:00pm,Chancellor High School
Tennis,2025-03-13,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-13,2:30pm - 5:00pm,Chancellor High School
Softball,2025-03-13,2:30pm - 5:30pm,Chancellor High School
Field Trip,2025-03-13,3:30pm - 7:30pm,Chancellor High School
Soccer,2025-03-13,5:30pm,Chancellor High School
Soccer,2025-03-13,5:30pm,Chancellor High School
Football Head Coach Introduction,2025-03-13,6:00pm - 7:00pm,Chancellor High School
Girls Basketball,2025-03-13,6:00pm - 8:00pm,Chancellor High School
Band,2025-03-13,6:00pm - 9:00pm,Chancellor High School
Soccer,2025-03-13,6:45pm,Chancellor High School
Soccer,2025-03-13,6:45pm,Chancellor High School
Tennis,2025-03-14,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-14,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-14,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-14,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-14,2:30pm - 5:30pm,Chancellor High School
Field Trip,2025-03-14,2:30pm - 7:00pm,Chancellor High School
Boosters setup,2025-03-14,3:00pm - 10:00pm,Chancellor High School
Girls Soccer,2025-03-14,5:30pm - 8:30pm,Chancellor High School
Field Trip,2025-03-14,8:00am - 2:00pm,Chancellor High School
Boosters Bingo,2025-03-15,7:00am - 10:00pm,Chancellor High School
"Spotsylvania County Department of Fire, Rescue, and Emergency Management",2025-03-15,8:00am - 12:30pm,Chancellor High School
Debate,2025-03-15,9:00am,Chancellor High School
Football,2025-03-17,2:30pm - 4:00pm,Chancellor High School
Track,2025-03-17,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-17,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-17,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-17,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-03-17,4:00pm,Chancellor High School
Tennis,2025-03-17,4:00pm,Chancellor High School
Girls Soccer,2025-03-17,5:30pm - 8:30pm,Chancellor High School
Softball,2025-03-17,6:00pm,Chancellor High School
Girls Basketball,2025-03-17,6:00pm - 9:00pm,Chancellor High School
Girls Soccer,2025-03-18,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-18,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-18,2:30pm - 5:00pm,Chancellor High School
Softball,2025-03-18,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-03-18,5:00pm,Chancellor High School
Baseball,2025-03-18,5:30pm,Chancellor High School
Soccer,2025-03-18,5:30pm,Chancellor High School
Band,2025-03-18,6:00pm - 9:00pm,Chancellor High School
Soccer,2025-03-18,7:00pm,Chancellor High School
Band,2025-03-18,7:00pm - 9:00pm,Chancellor High School
Field Trip,2025-03-19,12:00pm - 2:00pm,Chancellor High School
New Teacher meetings,2025-03-19,2:30pm - 3:30pm,Chancellor High School
Football,2025-03-19,2:30pm - 4:00pm,Chancellor High School
Track,2025-03-19,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-19,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-19,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-19,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-03-19,4:00pm,Chancellor High School
Tennis,2025-03-19,4:00pm,Chancellor High School
Girls Soccer,2025-03-19,5:30pm - 8:30pm,Chancellor High School
Guidance Office,2025-03-19,6:00pm - 7:00pm,Chancellor High School
Boys Basketball,2025-03-19,7:00pm - 9:00pm,Chancellor High School
Football,2025-03-20,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-20,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-20,2:30pm - 5:00pm,Chancellor High School
Softball,2025-03-20,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-03-20,5:00pm,Chancellor High School
Soccer,2025-03-20,5:00pm,Chancellor High School
Soccer,2025-03-20,5:30pm,Chancellor High School
Baseball,2025-03-20,6:00pm,Chancellor High School
Girls Basketball,2025-03-20,6:00pm - 8:00pm,Chancellor High School
Band,2025-03-20,6:00pm - 9:00pm,Chancellor High School
Soccer,2025-03-20,6:30pm,Chancellor High School
Soccer,2025-03-20,7:00pm,Chancellor High School
Field Trip,2025-03-20,9:00am - 11:00am,Chancellor High School
Track,2025-03-21,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-21,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-21,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-21,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-03-21,4:00pm,Chancellor High School
Tennis,2025-03-21,4:00pm,Chancellor High School
Baseball,2025-03-21,4:30pm,Chancellor High School
Soccer,2025-03-21,5:30pm,Chancellor High School
Girls Soccer,2025-03-21,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-03-21,7:00pm,Chancellor High School
Soccer,2025-03-21,7:00pm,Chancellor High School
Soccer,2025-03-21,7:00pm,Chancellor High School
Football,2025-03-24,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-24,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-24,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-24,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-24,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-24,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-24,5:30pm - 8:30pm,Chancellor High School
Spring Break,2025-03-24,7:00am - 11:00pm,Chancellor High School
Tennis,2025-03-25,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-25,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-25,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-25,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-25,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-25,5:30pm - 8:30pm,Chancellor High School
Band,2025-03-25,6:00pm - 9:00pm,Chancellor High School
Spring Break,2025-03-25,7:00am - 11:00pm,Chancellor High School
Football,2025-03-26,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-26,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-26,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-26,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-26,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-26,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-26,5:30pm - 8:30pm,Chancellor High School
Spring Break,2025-03-26,7:00am - 11:00pm,Chancellor High School
Boys Basketball,2025-03-26,7:00pm - 9:00pm,Chancellor High School
Football,2025-03-27,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-27,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-27,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-27,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-27,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-27,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-27,5:30pm - 8:30pm,Chancellor High School
Girls Basketball,2025-03-27,6:00pm - 8:00pm,Chancellor High School
Band,2025-03-27,6:00pm - 9:00pm,Chancellor High School
Spring Break,2025-03-27,7:00am - 11:00pm,Chancellor High School
Tennis,2025-03-28,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-28,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-28,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-28,2:30pm - 5:30pm,Chancellor High School
Softball,2025-03-28,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-28,5:30pm - 8:30pm,Chancellor High School
Spring Break,2025-03-28,7:00am - 11:00pm,Chancellor High School
Speech,2025-03-29,9:00am,Chancellor High School
Football,2025-03-31,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-03-31,2:30pm - 5:00pm,Chancellor High School
Track,2025-03-31,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-03-31,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-03-31,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-03-31,5:30pm - 8:30pm,Chancellor High School
Holiday for Teachers and Students,2025-03-31,7:00am - 11:00pm,Chancellor High School
Girls Soccer,2025-04-01,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-01,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-01,2:30pm - 5:00pm,Chancellor High School
Softball,2025-04-01,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-04-01,5:30pm,Chancellor High School
Soccer,2025-04-01,5:30pm,Chancellor High School
Baseball,2025-04-01,6:00pm,Chancellor High School
Girls Basketball,2025-04-01,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-01,7:00pm,Chancellor High School
New Teacher meetings,2025-04-02,2:30pm - 3:30pm,Chancellor High School
Football,2025-04-02,2:30pm - 4:00pm,Chancellor High School
Baseball,2025-04-02,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-02,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-02,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-02,4:00pm,Chancellor High School
Outdoor Track,2025-04-02,4:30pm,Chancellor High School
Outdoor Track,2025-04-02,4:30pm,Chancellor High School
Soccer,2025-04-02,5:30pm,Chancellor High School
ESOL,2025-04-02,6:00pm - 7:30pm,Chancellor High School
Soccer,2025-04-02,7:00pm,Chancellor High School
Boys Basketball,2025-04-02,7:00pm - 9:00pm,Chancellor High School
Band,2025-04-02,7:30am - 1:30pm,Chancellor High School
Football,2025-04-03,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-03,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-03,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-03,5:00pm,Chancellor High School
Soccer,2025-04-03,5:30pm,Chancellor High School
Soccer,2025-04-03,5:30pm,Chancellor High School
Baseball,2025-04-03,6:00pm,Chancellor High School
Softball,2025-04-03,6:00pm,Chancellor High School
Girls Basketball,2025-04-03,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-03,7:00pm,Chancellor High School
Soccer,2025-04-03,7:00pm,Chancellor High School
Band,2025-04-03,8:45am - 6:45pm,Chancellor High School
Field Trip,2025-04-03,9:15am - 1:45pm,Chancellor High School
Tennis,2025-04-04,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-04,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-04,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-04,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-04,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-04,4:00pm,Chancellor High School
Tennis,2025-04-04,4:00pm,Chancellor High School
Girls Soccer,2025-04-04,5:30pm - 8:30pm,Chancellor High School
Field Trip,2025-04-04,9:15am - 1:45pm,Chancellor High School
Outdoor Track,2025-04-05,9:00am,Chancellor High School
Outdoor Track,2025-04-05,9:00am,Chancellor High School
Football,2025-04-07,2:30pm - 4:00pm,Chancellor High School
Track,2025-04-07,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-07,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-07,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-07,4:00pm,Chancellor High School
Tennis,2025-04-07,4:00pm,Chancellor High School
Baseball,2025-04-07,5:00pm,Chancellor High School
Softball,2025-04-07,5:00pm,Chancellor High School
Girls Soccer,2025-04-07,5:30pm - 8:30pm,Chancellor High School
Boosters- committee,2025-04-07,7:00pm,Chancellor High School
Track,2025-04-08,2:30pm - 5:00pm,Chancellor High School
Tennis,2025-04-08,4:00pm,Chancellor High School
Tennis,2025-04-08,4:00pm,Chancellor High School
Baseball,2025-04-08,4:30pm,Chancellor High School
Soccer,2025-04-08,5:30pm,Chancellor High School
Soccer,2025-04-08,5:30pm,Chancellor High School
Softball,2025-04-08,6:00pm,Chancellor High School
Girls Basketball,2025-04-08,6:00pm - 8:00pm,Chancellor High School
Baseball,2025-04-08,6:45pm,Chancellor High School
Soccer,2025-04-08,7:00pm,Chancellor High School
Soccer,2025-04-08,7:00pm,Chancellor High School
New Teacher meetings,2025-04-09,2:30pm - 3:30pm,Chancellor High School
Football,2025-04-09,2:30pm - 4:00pm,Chancellor High School
Baseball,2025-04-09,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-09,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-09,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-09,4:00pm,Chancellor High School
Tennis,2025-04-09,4:00pm,Chancellor High School
Outdoor Track,2025-04-09,4:30pm,Chancellor High School
Outdoor Track,2025-04-09,4:30pm,Chancellor High School
Girls Soccer,2025-04-09,5:30pm - 8:30pm,Chancellor High School
Boys Basketball,2025-04-09,7:00pm - 9:00pm,Chancellor High School
Football,2025-04-10,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-10,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-10,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-10,4:30pm,Chancellor High School
Soccer,2025-04-10,5:00pm,Chancellor High School
Baseball,2025-04-10,5:30pm,Chancellor High School
Soccer,2025-04-10,5:30pm,Chancellor High School
Softball,2025-04-10,5:30pm,Chancellor High School
Girls Basketball,2025-04-10,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-10,6:20pm,Chancellor High School
Soccer,2025-04-10,7:00pm,Chancellor High School
Field Trip,2025-04-10,8:00am - 2:00pm,Chancellor High School
Battle of the Books,2025-04-11,10:00am - 2:00pm,Chancellor High School
Tennis,2025-04-11,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-11,2:30pm - 5:00pm,Chancellor High School
Boys Soccer,2025-04-11,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-04-11,4:00pm,Chancellor High School
Soccer,2025-04-11,5:30pm,Chancellor High School
Cheer,2025-04-11,6:00pm - 8:00pm,Chancellor High School
Baseball,2025-04-11,6:30pm,Chancellor High School
Soccer,2025-04-11,7:00pm,Chancellor High School
Football,2025-04-14,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-14,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-14,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-14,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-14,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-14,4:00pm,Chancellor High School
Tennis,2025-04-14,4:00pm,Chancellor High School
Girls Soccer,2025-04-14,5:30pm - 8:30pm,Chancellor High School
Softball,2025-04-14,6:00pm,Chancellor High School
Boys Basketball,2025-04-14,7:00pm - 9:00pm,Chancellor High School
Tennis,2025-04-15,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-15,2:30pm - 5:00pm,Chancellor High School
Tennis,2025-04-15,4:00pm,Chancellor High School
Baseball,2025-04-15,4:30pm,Chancellor High School
Softball,2025-04-15,4:30pm,Chancellor High School
Baseball,2025-04-15,5:00pm,Chancellor High School
Soccer,2025-04-15,5:30pm,Chancellor High School
Soccer,2025-04-15,5:30pm,Chancellor High School
Girls Basketball,2025-04-15,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-15,7:00pm,Chancellor High School
Soccer,2025-04-15,7:00pm,Chancellor High School
Field Trip,2025-04-15,8:30am - 2:00pm,Chancellor High School
Band,2025-04-15,9:00am - 2:00pm,Chancellor High School
New Teacher meetings,2025-04-16,2:30pm - 3:30pm,Chancellor High School
Football,2025-04-16,2:30pm - 4:00pm,Chancellor High School
Track,2025-04-16,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-16,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-16,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-16,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-16,4:00pm,Chancellor High School
Tennis,2025-04-16,4:00pm,Chancellor High School
